name,parent,Year,value
Ukraine,World,2006,332764.7114
Ukraine,World,2005,313533.6998
Ukraine,World,2004,306255.4288
Ukraine,World,2003,305183.445
Ukraine,World,2002,294199.9783
Ukraine,World,2001,301300.7332
Ukraine,World,2000,279537.8428
Ukraine,World,1999,292311.2814
Ukraine,World,1998,321067.2188
Ukraine,World,1997,340243.7974
Ukraine,World,1996,351409.8673
Ukraine,World,1995,389865.7892
Ukraine,World,1994,419267.6353
Ukraine,World,1993,510201.3729
Ukraine,World,1992,589062.2462
Ukraine,World,1991,632538.7578
Ukraine,World,1990,705832.231
United Kingdom,World,2016,398033.2757
United Kingdom,World,2015,422193.84
United Kingdom,World,2014,438268.6644
United Kingdom,World,2013,477356.4754
United Kingdom,World,2012,487324.8944
United Kingdom,World,2011,469523.4077
United Kingdom,World,2010,511979.3819
United Kingdom,World,2009,494356.3577
United Kingdom,World,2008,544656.279
United Kingdom,World,2007,559237.9394
United Kingdom,World,2006,567556.9783
United Kingdom,World,2005,569874.27
United Kingdom,World,2004,573082.7514
United Kingdom,World,2003,571461.4212
United Kingdom,World,2002,559902.4785
United Kingdom,World,2001,575793.8962
United Kingdom,World,2000,566932.5336
United Kingdom,World,1999,560412.8278
United Kingdom,World,1998,567403.3816
United Kingdom,World,1997,562412.2228
United Kingdom,World,1996,588472.6316
United Kingdom,World,1995,566843.9525
United Kingdom,World,1994,575638.947
United Kingdom,World,1993,579459.127
United Kingdom,World,1992,593571.24
United Kingdom,World,1991,609198.0252
United Kingdom,World,1990,601342.996
United States of America,World,2016,5310861.406
United States of America,World,2015,5420804.127
United States of America,World,2014,5568759.258
United States of America,World,2013,5519612.557
United States of America,World,2012,5366730.281
United States of America,World,2011,5570706.56
United States of America,World,2010,5701075.807
United States of America,World,2009,5495394.958
United States of America,World,2008,5932775.281
United States of America,World,2007,6130983.563
United States of America,World,2006,6052236.286
United States of America,World,2005,6132005.704
United States of America,World,2004,6106620.735
United States of America,World,2003,5991319.569
United States of America,World,2002,5943651.279
United States of America,World,2001,5902454.993
United States of America,World,2000,6000606.067
United States of America,World,1999,5832250.178
United States of America,World,1998,5752324.19
United States of America,World,1997,5703890.708
United States of America,World,1996,5626186.717
United States of America,World,1995,5439213.314
United States of America,World,1994,5377987.137
United States of America,World,1993,5284687.882
United States of America,World,1992,5174059.076
United States of America,World,1991,5070839.4
United States of America,World,1990,5121264.461
